FID,Cell_id,Cell_lat,BIO1MEAN,BIO10MEAN,BIO11MEAN,BIO12MEAN,BIO13MEAN,BIO14MEAN,BIO15MEAN,BIO16MEAN,BIO17MEAN,BIO18MEAN,BIO19MEAN,BIO2MEAN,BIO3MEAN,BIO4MEAN,BIO5MEAN,BIO6MEAN,BIO7MEAN,BIO8MEAN,BIO9MEAN,ElevMean
2852,Cell_05058,52.6805,9.8814802,8.0768499,25.9241009,867.8400269,27.0193996,-4.1546302,31.1741009,21.2518997,-1.06944,20.5851994,-0.652778,623.4920044,82.7546005,34.1259003,28.3546009,218.6119995,110.0370026,218.4940033,120.2190018,137.4100037
2853,Cell_05059,39.1805,18.6138992,11.2777996,42.6693993,555.6019897,33.8278008,7.3796301,26.4480991,11.9323997,26.1490993,25.7073994,12.1619997,659.1480103,106.4810028,5.1398101,63.1306,296.3410034,31.2138996,37.4981003,289.6579895,163.5279999
2854,Cell_05060,69.6351013,3.7597699,5.8471298,20.4701004,801.348999,19.2252998,-9.3160896,28.5414009,15.6828003,-3.0597701,14.1000004,-5.3229899,529.1259766,68.5770035,25.9321995,33.7631989,194.3410034,83.2781982,194.2870026,99.0632019,89.6471024
2855,Cell_05062,41.1805,13.6204004,13.9944,40.9944,729.0020142,33.9379997,-0.188889,34.1268997,8.95926,24.4036999,23.1397991,5.5722198,464.5100098,54.6898003,16.3962994,32.8204002,151.5339966,62.706501,64.107399,132.8730011,1088.880005
2856,Cell_05063,50.6805,11.1787004,7.9935198,30.1823997,694.9190063,26.9036999,0.343518,26.5601997,19.1685009,4.51296,19.8815002,3.0277801,675.1079712,87.6620026,35.073101,33.4712982,244.3480072,118.7099991,239.5930023,121.3560028,344.5899963
2857,Cell_05066,48.6805,11.3065004,9.1546297,28.1240997,890.7860107,29.3250008,-3.24259,32.5676003,20.8852005,8.2962999,22.2805996,0.450926,567.4439697,75.4555969,28.6119995,30.2647991,204.8070068,106.4219971,197.9019928,129.2310028,193.0420074
2858,Cell_05067,65.1804962,3.18241,5.4046302,29.0953999,491.6000061,14.3101997,-4.2879601,18.5981007,6.7972202,3.3898201,10.0037003,-1.61852,672.757019,76.2972031,35.6721992,19.1870003,203.2059937,130.2259979,172.776001,171.6089935,557.0419922
2859,Cell_05073,40.1805,16.9092999,10.6619997,37.3815002,657.5809937,33.3417015,4.8555598,28.4860992,9.4027796,26.4750004,25.5342999,9.5768499,723.7930298,116.3519974,8.5398102,59.3582993,321.868988,46.4045982,46.8852005,313.7640076,541.2009888
2860,Cell_05074,77.2758026,1.02381,3.19524,22.2175007,381.427002,8.0111103,-6.43016,14.4413004,-0.761905,1.15079,5.8634901,-3.42222,635.6669922,65.2285995,31.6508007,21.7840996,190.7619934,108.6409988,151.7630005,157.8939972,327.7059937
2861,Cell_05075,46.1805,12.9814997,8.8916702,33.5083008,655.0419922,29.0879993,2.54444,26.5435009,14.6019001,12.1639004,21.4167004,5.5787001,820.1690063,82.8666992,51.9546013,14.6787004,231.9490051,171.2330017,197.9400024,186.5149994,477.3680115
2862,Cell_05080,41.6805,10.9175997,10.4398003,34.456501,742.0650024,28.0074005,-2.30463,30.3120003,12.7351999,18.3684998,20.2028008,2.1231501,601.4439697,68.732399,31.1471996,23.8379993,193.7680054,107.375,148.8860016,151.072998,1196.790039
2863,Cell_05082,44.1805,11.9074001,10.4990997,34.0889015,768.7219849,29.8036995,-1.01481,30.8185005,16.8843002,9.1536999,21.6730995,2.7277801,687.6190186,81.7917023,40.6814995,21.5147991,223.7489929,134.8679962,182.2330017,144.1029968,564.25
2864,Cell_05083,41.3442001,17.5184994,9.4148102,36.4147987,605.8699951,31.7222004,5.8629599,25.8593006,19.5443993,24.6147995,25.4852009,10.8332996,605.5960083,87.7778015,23.5037003,32.3852005,215.2109985,113.2259979,140.0559998,131.8410034,184.227005
2865,Cell_05085,50.1805,11.7278004,8.2564802,33.767601,590.4310303,26.3314991,1.80463,24.5268993,5.4851899,20.25,19.2380009,4.9935198,817.7659912,81.6472015,53.9203987,12.7434998,233.9250031,173.8569946,182.0879974,218.6929932,241.0970001
2866,Cell_05086,55.6805,9.00278,7.8592601,26.8610992,804.7860107,25.4713001,-3.8944399,29.3656998,19.9675999,-1.4037,19.1361008,-0.5,665.9569702,78.9462967,35.3768997,24.2416992,220.7640076,116.9400024,220.6329956,129.9600067,145.8679962
2867,Cell_05088,42.759201,15.5888996,6.76296,38.8796005,399.1440125,25.3332996,7.9463,17.3869991,11.1759005,20.9573994,20.7425995,11.0221996,1282.339966,201.9869995,25.5832996,54.825901,551.4569702,107.7519989,128.3110046,531.2479858,196.3209991
2868,Cell_05090,70.6457977,3.10741,5.8388901,23.0018997,687.0560303,17.2684994,-8.1036997,25.3722,12.0573997,-2.5796299,12.2556,-4.25741,573.8959961,65.1444016,33.3296013,24.7352009,183.5670013,104.1650009,180.3329926,116.6869965,259.9500122
2869,Cell_05092,41.6805,12.6611004,11.7074003,35.0999985,802.1420288,31.6343002,-1.73519,33.3694,12.0768995,19.7462997,22.7786999,3.05463,557.5029907,62.7565002,30.9573994,21.5832996,166.6009979,104.9990005,117.3170013,131.1929932,884.375
2870,Cell_05093,78.1924973,0.544048,2.0892899,13.4189997,427.1300049,7.2809501,-6.86309,14.1440001,-1.44881,0.258333,5.7476201,-4.6630902,513.7290039,60.3893013,24.0499992,28.5548,168.5540009,79.8237991,131.3869934,122.5080032,300.3919983
2871,Cell_05094,46.1805,13.5648003,11.2342997,35.1861,800.5980225,31.9860992,0.0157407,31.9703999,20.2203999,4.8185201,23.6019001,3.95556,593.2189941,78.5916977,33.9101982,27.3425999,207.3829956,109.4229965,184.5079956,122.0469971,139.6880035
2872,Cell_05095,51.6805,10.2704,8.7416697,29.0527992,814.1270142,26.8943996,-3.24259,30.1369991,19.8556004,0.24537,20.2980995,0.362037,635.9559937,88.1184998,33.2630005,31.7991009,233.3569946,109.9059982,228.4459991,122.6760025,142.0140076
2873,Cell_05099,62.6635017,4.90909,5.2828302,25.6788006,557.6749878,16.5524998,-4.1040401,20.656601,4.4434299,4.83535,12.1657,-1.15253,1190.880005,134.9069977,56.8848,25.3747005,377.6839905,201.3390045,280.2909851,315.8619995,812.1290283
2874,Cell_05103,53.6805,10.9889002,6.97963,35.6110992,472.7770081,22.3759003,2.73333,19.6425991,7.4648099,13.3639002,17.0694008,5.7333298,1134.099976,134.3589935,62.0018997,26.9750004,385.6950073,201.5420074,234.8079987,332.8299866,108.75
2875,Cell_05104,47.6805,12.3065004,9.1842604,27.8241005,910.492981,30.8176003,-2.2111101,33.0287018,21.8582993,10.4379997,23.6352005,1.4129601,513.440979,62.9556007,25.8824005,25.8971996,176.2769928,101.3249969,167.4219971,122.8059998,126.0419998
2876,Cell_05106,40.2355995,15.5247002,7.11235,28.6728001,653.15802,29.6567993,4.87778,24.7789993,11.1690998,24.3827,23.7801991,8.1592598,769.2399902,107.8270035,20.5321007,44.2826996,287.7890015,75.7332993,94.4235001,259.1010132,631.7940063
2877,Cell_05109,49.6805,10.8352003,8.875,27.4148006,880.3439941,28.3824005,-4.0268502,32.4093018,20.2991009,0.342593,21.5221996,-0.0638889,622.5960083,87.3258972,32.8880005,33.9351997,232.5079956,112.4169998,228.1439972,126.6259995,227.5350037
2878,Cell_05111,70.9698029,3.45556,4.62222,21.9556007,584.2780151,15.3000002,-5.8333302,21.1333008,8.6333303,-1.81111,11.1999998,-2.7222199,622.6669922,73.7110977,36.3778,23.4444008,198.7669983,115.3440018,184.3110046,126.8330002,221.4440002
2879,Cell_05113,53.1805,11.7361002,8.3638897,32.8045998,651.3640137,26.8509007,1.31574,25.5352001,19.2045994,10.7157001,19.9741001,4.1833301,594.8809814,60.3564987,38.7869987,13.7379999,172.8589935,128.2870026,170.7510071,145.8690033,29.875
2880,Cell_05116,64.6804962,-0.736111,3.7685201,25.8666992,391.0109863,8.2138901,-6.39259,14.6064997,-0.95463,-0.587963,4.74259,-4.4212999,1502.599976,160.7740021,85.6194,18.3712997,442.9119873,284.2349854,349.3980103,369,1314.719971
2881,Cell_05117,54.1805,10.5500002,7.4851899,36.8815002,475.2829895,22.5916996,2.26667,20.3250008,5.5601802,11.4593,16.7028008,5.2962999,729.4359741,78.5,48.3935013,16.0944004,223.0310059,154.9810028,164.1690063,206.2649994,106.1179962
2882,Cell_05118,36.7737007,18.0377998,8.1777802,32.4155998,646.3839722,32.1377983,6.9133301,25.2243996,11.9421997,27.0221996,26.2621994,10.8267002,635.8129883,115.0530014,6.9644399,76.3467026,317.2070007,24.6599998,24.7821999,288.7399902,366.625
2883,Cell_05119,53.6805,9.9824104,8.3833303,29.9528008,752.651001,26.1315002,-1.98704,28.1184998,18.9647999,0.741667,19.3833008,1.15093,588.2479858,79.270401,27.4361,31.7343006,214.4149933,97.1203995,212.3950043,103.1819992,131.6940002
2884,Cell_05120,40.1805,17.6222,12.8176003,37.575901,774.7589722,37.3619995,3.25278,34.1092987,10.9954004,28.8286991,27.7036991,8.9250002,344.1560059,43.982399,9.3536997,37.2537003,117.697998,41.9556007,44.1027985,105.7890015,581.0969849
2885,Cell_05121,52.1805,10.8435001,7.6777802,36.6306,483.2200012,23.3509007,2.3629601,20.9880009,5.9935198,15.2296,17.1361008,5.5453701,1032.369995,132.6820068,48.017601,30.3593006,367.4460144,170.8439941,182.871994,345.4849854,241.3890076
2886,Cell_05124,36.3082008,19.7570992,8.88095,39.8951988,489.5950012,31.7810001,9.5238104,22.2570992,14.6809998,26.2332993,26.0951996,14.0571003,625.8070068,110.5569992,0.0357143,75.9952011,306.6380005,15.1570997,18.2189999,290.4020081,53.3585014
2887,Cell_05127,77.3412018,2.2111101,1.47778,9.5888901,400.3670044,8.6333303,-4.4777799,13.1111002,2.8,1.47778,7.0222201,-2.7222199,578.7780151,72.822197,28.2332993,30.9221992,193.3220062,92.8443985,153.6000061,127.7330017,125.1880035
2888,Cell_05128,65.164299,6.7839098,4.9195399,22.6907997,604.6690063,19.0746994,-2.6459799,21.7206993,7.7298899,8.9229898,14.6989002,0.103448,1660.109985,210.6239929,89.1414032,27.7851009,564.4260254,295.7919922,358.3859863,416.1470032,297.6839905
2889,Cell_05130,62.6805,3.03333,9.3398104,29.8824005,781.3569946,19.7824001,-11.4917002,31.2740993,14.1454,-3.6055601,12.9926004,-6.0833302,694.7329712,94.092598,34.9972,32.0806007,251.3009949,113.6589966,251.4409943,130.654007,759.4169922
2890,Cell_05134,55.0733986,10.6241999,6.0969701,36.8120995,397.3819885,19.9878998,3.37727,16.6105995,6.5212102,13.1485004,15.7318001,6.1712098,1247.569946,148.5529938,64.0469971,29.1954994,423.677002,202.7590027,263.4679871,378.1950073,85.0690002
2891,Cell_05136,57.1739998,8.9111099,7.1194401,24.8917007,809.0560303,25.1620007,-3.54722,28.7092991,20.0972004,0.387963,19.1630001,-0.486111,658.7059937,78.1389008,32.2083015,27.2824001,221.3090057,107.6340027,221.1940002,122.7480011,123.5139999
2892,Cell_05140,37.6966019,18.6865005,13.2259998,42.0145988,666.9899902,36.2426987,4.75208,31.4906006,15.8062,28.2469006,27.3813,11.1833,298.8590088,43.4375,4.6989598,43.7542,104.848999,28.9801998,31.9354,82.3520966,405.2950134
2893,Cell_05141,42.1805,8.40833,10.6000004,35.1907005,723.2020264,25.5156994,-4.6037002,30.1194,11.9565001,11.5704002,17.3472004,-0.265741,646.3239746,79.1306,35.6842995,25.8869991,222.621994,119.8820038,167.9299927,142.798996,1494.089966
2894,Cell_05142,38.6633987,18.1238003,8.5539703,31.4682999,707.7290039,33.2032013,6.0650802,27.1380997,10.4316998,27.9587002,27.2110996,10.0602999,512.2999878,86.9602966,9.30476,60.5396996,218.3589935,36.207901,36.0667,217.4060059,289.7130127
2895,Cell_05143,63.7389984,5.8868999,4.4535699,27.7143002,439.3609924,15.0881004,-1.00476,16.0928993,5.8285699,8.2571402,11.6821003,1.1869,1346.439941,142.4980011,82.1082993,17.6298008,395.9389954,258.9140015,301.1180115,357.8429871,147.5140076
2896,Cell_05144,46.6805,11.3093004,8.3536997,32.0343018,650.8549805,26.9619999,0.898148,26.0639,9.2361097,15.5897999,19.6102009,3.86759,1212.410034,120.7340012,79.3406982,12.5963001,340.4259949,254.802002,274.3930054,314.723999,780.5620117
2897,Cell_05148,45.6805,10.5991001,9.49722,33.3815002,703.7310181,27.0601997,-1.4148099,28.4750004,6.7481499,12.3694,19.5907001,2.4944401,1548.910034,177.3710022,87.982399,20.2462997,481.1329956,309.3320007,347.4440002,349.7909851,790.617981
2898,Cell_05150,52.6827011,11.6854,6.6177101,38.1146011,405.8760071,21.6438007,4.24792,17.3957996,7.5906301,14.6072998,16.9573002,7.2343798,1175.910034,144.2339935,61.5396004,30.9698009,412.0450134,191.6620026,245.0579987,364.8640137,70.7577972
2899,Cell_05152,79.1511993,-2.66559,3.8247299,20.8484001,532.9229736,6.01613,-12.0848999,18.1011009,-4.7107501,-1.1526901,3.8397801,-8.8258104,636.3699951,66.6838989,29.1667004,25.0053997,192.522995,100.3320007,152.9170074,174.6450043,560.7719727
2900,Cell_05153,50.1805,10.5221996,8.5222197,26.0277996,934.1350098,28.7814999,-4.0342598,32.8157005,20.8286991,2.71944,21.9342995,-0.777778,592.492981,70.913002,36.7897987,21.6397991,195.3589935,120.189003,185.9689941,133.548996,151.4309998
2901,Cell_05154,61.1805,3.1879599,7.51019,26.7963009,728.8510132,18.8619995,-9.1851902,28.0471992,13.2258997,-3.08426,12.6343002,-5.0444398,738.7670288,86.985199,33.8185005,29.7842999,247.8760071,114.0100021,247.0359955,142.9230042,948.1389771
2902,Cell_05156,49.6805,10.6388998,8.5657396,25.6306,956.2919922,29.1721992,-4.2638898,33.4361,21.0426006,2.6963,22.3286991,-1.0037,559.5629883,64.4629974,32.6222,20.8295994,182.5540009,114.5059967,165.8950043,134.154007,154.625
2903,Cell_05157,56.6842995,10.0824003,7.33039,31.6951008,585.2379761,23.0126991,-0.160784,23.1735001,11.1608,7.2392201,17.4510002,3.41765,724.0579834,78.4029007,40.0970993,23.1205997,225.9450073,128.0599976,187.2299957,179.5399933,30.7744007
2904,Cell_05159,44.6805,14.0462999,11.0453997,35.4953995,767.7399902,31.9046001,0.771296,31.1333008,20.1583004,10.6546001,23.7019005,4.8083301,799.9370117,95.6889038,47.5861015,20.9333,255.1170044,156.9230042,229.7339935,167.6139984,241.1809998
2905,Cell_05161,60.6805,4.2509298,7.8018498,26.7397995,754.789978,20.7222004,-8.4814796,29.2036991,13.9306002,-2.0713,13.9917002,-4.3842602,781.7719727,90.0454025,38.0499992,27.8323994,254.8390045,130.1679993,253.6900024,140.6210022,800.4860229
2906,Cell_05162,48.6805,9.5601902,9.5583296,33.4814987,726.2919922,26.1453991,-2.4435201,28.5888996,16.8990993,1.3537,18.6944008,1.00185,811.5310059,100.1699982,43.959301,27.5119991,280.6289978,142.0279999,261.8460083,148.6410065,705.6669922
2907,Cell_05163,44.1805,11.9278002,11.1954002,36.0130005,753.5579834,30.0676003,-1.04352,31.1110992,8.1416702,11.6343002,21.3740997,2.8861101,943.8900146,108.3249969,56.0898018,19.3101997,285.3099976,187.8000031,218.1959991,224.2749939,769.3959961
2908,Cell_05166,79.3186035,-0.611111,2.0111101,12.1471996,493.9389954,6.87778,-8.6000004,15.4778004,-0.0888888,0.122222,5.59167,-6.3916702,611.8720093,81.4555969,25.5860996,38.7332993,218.3190002,83.2055969,153.7030029,147.3079987,107.9670029
2909,Cell_05168,57.1867981,10.0869999,6.9120402,30.6000004,587.75,23.0426006,0.403704,22.6389008,10.4666996,4.7638898,17.5305996,3.4037001,656.1090088,73.8147964,36.0999985,22.1259003,209.2140045,117.9489975,163.0590057,150.1239929,20.6791
2910,Cell_05169,36.8492012,19.6867008,11.6667004,41.4733009,595.5529785,35.1533012,7.04,28.1133003,15.3732996,28,27.5,12.9666996,217.4470062,32.5667,1.52,52.4067001,86.486702,13.9067001,16.8199997,74.8467026,127.9199982
2911,Cell_05171,45.1963997,15.6729002,8.4520798,30.9344006,698.6389771,31.4354,4.0781202,27.3572998,11.5135002,23.8052006,24.7031002,7.7447901,1052.680054,129.7899933,52.5656013,24.7166996,353.3959961,200.4309998,204.8580017,267.8569946,265.0069885
2912,Cell_05172,40.7004013,17.4094009,9.28333,33.6447983,682.1589966,33.2030983,5.6062498,27.5969009,13.6302004,27.0948009,26.2115002,9.8833303,569.1010132,71.8957977,21.2999992,37.6677017,204.6820068,72.5395966,72.6781006,186.6690063,260.4660034
2913,Cell_05175,68.1626968,2.5313101,5.4373698,21.9414005,688.7910156,16.4060993,-8.48283,24.8889008,9.6858597,-0.589899,11.6939001,-4.94242,811.940979,97.0101013,40.1374016,26.2959995,255.5859985,133.0899963,236.9519958,195.6670074,733.1090088
2914,Cell_05176,65.6804962,4.5212998,4.51019,26.8500004,450.5889893,14.9454002,-1.86667,16.8120003,4.4296298,4.2583299,10.9443998,0.362037,617.335022,71.5962982,32.2741013,22.0629997,193.0899963,111.1699982,158.3119965,144.3690033,390.0140076
2915,Cell_05178,40.6884003,17.6039009,11.8577995,34.7734985,840.9860229,36.1960983,2.1048999,34.0912018,11.8411999,28.3225002,28.1774998,7.4951,412.2690125,51.0028992,21.1460991,26.1480007,135.3650055,70.6108017,76.5283966,104.4860001,89.1079025
2916,Cell_05180,41.1805,14.3991003,13.2009001,40.0250015,725.4819946,33.9953995,1.0398099,32.9556007,6.5250001,24.8036995,23.7556,6.2046299,375.4360046,45.2425995,12.4462996,33.8232002,124.3320007,52.7019005,55.6795998,111.5159988,826.7290039
2917,Cell_05181,62.1617012,6.05686,4.2617602,23.4971008,520.8140259,16.3588009,-1.8117599,18.1706009,5.1862702,9.2666702,12.8098001,0.293137,2076.840088,251.3090057,91.7156982,33.2569008,711.9310303,314.1730042,380.8359985,600.335022,559.0230103
2918,Cell_05186,38.5150986,17.6571007,7.92381,31.1523991,666.1760254,31.7667007,6.3523798,25.4143009,9.4142799,26.8048,26.0856991,10.1429005,585.4569702,117.9810028,3.7190499,83.0475998,316.1520081,17.9810009,19.7332993,271.6480103,374.3080139
2919,Cell_05187,38.6805,18.2824001,13.8787003,40.8824005,727.848999,38.017601,4.08426,33.9333,10.2490997,28.8565006,27.6676006,9.9777803,550.2880249,91.4981003,5.15556,60.4786987,246.6640015,32.7815018,32.6823997,230.8240051,485.2990112
2920,Cell_05188,47.6805,12.3259001,8.9527798,24.8694,1020.48999,32.1638985,-3.8398099,36.0037003,22.9213009,19.7194004,24.9314995,0.0703704,526.5100098,59.2120018,27.6343002,21.4824009,163.727005,99.351799,148.8099976,138.2030029,139.9100037
2921,Cell_05189,55.9678993,8.4814796,7.7648101,25.3500004,853.5100098,25.3332996,-5.37778,30.7110996,19.9036999,0.214815,18.9647999,-1.6787,697.8150024,84.8806,38.8129997,25.0639,233.378006,123.6340027,233.2369995,135.5440063,156.0420074
2922,Cell_05191,66.6804962,2.60741,5.7120399,23.0093002,672.7459717,16.6730995,-8.1972198,24.8703995,4.8990698,0.357407,11.5369997,-4.7453699,966.7810059,114.1460037,42.6194,28.5407009,305.1340027,147.5079956,255.3930054,258.7090149,803.4379883
2923,Cell_05192,40.1790009,16.4267006,7.1933298,29.4178009,632.5100098,30.6867008,6.2722201,24.4144001,12.2278004,25.4288998,24.6811008,9.5822201,601.5,90.5111008,8.9488897,52.0088997,240.5659943,46.7556,59.5922012,221.8370056,625.0369873
2924,Cell_05193,46.1805,13.9962997,9.3101797,36.075901,616.1610107,29.4500008,3.6444399,25.8055992,7.7148099,22.7453995,21.9269009,7.1166701,817.9799805,86.3444977,45.7630005,20.6620007,246.1560059,145.7769928,148.7920074,240.8690033,227.3399963
2925,Cell_05195,44.1805,14.5425997,11.0037003,32.6582985,877.151001,33.375,-0.361111,33.7360992,20.5897999,4.1083298,25.4629993,3.91204,499.2309875,63.1982002,26.9944,26.2056007,169.3200073,89.1222,154.1170044,90.4684982,59.4653015
2926,Cell_05196,57.5507011,9.4133301,6.9000001,35.4444008,463.8800049,20.1889,0.677778,19.5111008,6.7355599,9.3800001,15.2733002,3.9333301,760.6270142,79.9800034,51.2200012,16.6644001,230.4109955,158.4869995,176.2839966,201.951004,78.0845032
2927,Cell_05199,38.6805,17.5119991,13.6675997,39.3759003,761.0759888,37.6935005,3.01019,34.6833,9.12222,28.3472004,27.3425999,8.8740702,464.4060059,69.336998,5.8666701,51.3148003,184.7810059,33.3638992,34.0694008,176.1560059,651.382019
2928,Cell_05200,63.1851997,6.0590501,8.0142899,26.8675995,789.4450073,23.1504993,-6.68857,29.8390007,12.9257002,1.71143,16.4647999,-2.84762,727.7329712,87.2095032,39.9476013,26.1410007,234.4190063,128.3079987,216.7290039,158.7899933,189.4360046
2929,Cell_05201,78.1081009,1.83333,1.66667,10.7666998,429.6329956,8.46667,-5.1999998,13.6667004,4.03333,1.26667,7.03333,-3.3333299,585.3330078,77.5999985,27.3332996,34.3333015,200.4669952,89.1667023,149.4329987,127,67.1999969
2930,Cell_05202,49.6805,10.6222,8.79074,32.2453995,697.1939697,26.8999996,-0.453704,27.3537006,16.6287003,8.6861095,19.4601994,2.4703701,759.7470093,82.8880005,48.8907013,16.9787006,229.3049927,158.2539978,216.8809967,184.1300049,468.1390076
2931,Cell_05204,54.6805,9.3972197,7.66852,27.6037006,778.4470215,25.2175999,-2.6629601,27.8806,19.4852009,-0.0444444,19.1352005,0.285185,681.8720093,79.2981033,36.6907005,23.3258991,224.0980072,123.2649994,223.7590027,137.5160065,176.8059998
2932,Cell_05214,45.1805,11.5037003,9.5083303,35.334301,642.3369751,27.8565006,0.968518,26.8880005,13.0065002,9.2648201,19.8360996,4.4379601,793.0040283,92.1407013,44.6444016,20.9925995,236.246994,155.1430054,182.470993,167.1750031,871.117981
2933,Cell_05216,39.6805,17.3019009,12.4454002,38.0397987,732.9000244,36.2083015,3.4944401,32.7139015,8.8148098,27.7675991,26.8222008,9.0342598,409.6470032,55.6556015,7.3583298,44.6917,153.625,35.8731003,37.5056,149.4309998,574.5
2934,Cell_05223,42.1805,12.3231001,10.2842999,36.1814995,661.8209839,28.6046009,0.196296,28.4083004,12.5712996,11.1222,21.0240993,5.0963001,823.3920288,95.2722015,45.2509003,22.2406998,251.8059998,153.7339935,185.6710052,180.8930054,1098.130005
2935,Cell_05224,41.6805,15.7426004,13.0611,35.581501,874.132019,36.476799,-0.239815,36.7167015,18.1758995,20.5407009,26.7777996,5.1870399,431.5950012,48.7240982,24.4323997,21.8953991,130.9250031,82.4369965,100.0970001,94.5315018,357.1109924
2936,Cell_05225,67.6804962,1.375,6.16574,22.0018997,754.7540283,16.7129993,-11.3943996,28.1074009,12.3305998,-2.84074,11.3343,-6.99722,741.1149902,107.1819992,38.290699,31.0175991,258.3210144,124.6959991,257.1610107,155.7779999,938.9719849
2937,Cell_05226,65.7073975,5.4935498,8.0494604,24.3430004,902.3930054,23.5160999,-9.5473099,33.0634003,16.4720001,-1.66882,17.3171997,-4.8032298,561.1779785,63.7075005,29.6107998,24.6667004,180.3240051,96.1429977,168.0440063,123.5019989,27.5527992
2938,Cell_05227,48.1805,12.8684998,10.0277996,32.6545982,784.132019,30.2593002,-0.489815,30.7490997,21.2082996,10.8324003,22.5471992,3.1805601,901.1740112,104.0559998,53.0018997,22.7768993,287.8670044,177.1060028,270.2109985,216.5249939,167.6880035
2939,Cell_05229,57.5624008,9.64359,4.6999998,32.3153992,371.7130127,17.7282009,3.0871799,14.6409998,7.4179502,11.0743999,14.4538002,5.58462,1786.670044,224.8209991,80.7614975,35.9384995,642.9849854,264.0669861,382.7770081,509.8439941,109.4670029
2940,Cell_05230,51.6917,10.9970999,6.7725501,34.4558983,473.4830017,22.5538998,2.8519599,19.7019997,6.40588,15.0382004,17.1362991,5.7892199,1370.589966,174.7640076,66.4128036,33.0951004,499.2149963,214.0350037,253.4649963,445.9819946,254.5370026
2941,Cell_05231,53.1805,9.6157398,8.0379601,25.9824009,855.3460083,26.7768002,-4.1851802,30.9619999,20.0555992,-1.30741,20.2036991,-0.781482,637.6290283,85.6704025,35.3120003,28.5111008,224.2400055,113.3190002,222.826004,120.512001,145.7570038
2942,Cell_05232,70.560997,3.09167,4.0875001,17.7707996,668.1749878,16.3500004,-6.65417,23.0042,8.9333296,-1.9125,12.0042,-4.0083299,664.1630249,76.0083008,40.5292015,22.9582996,211.5189972,126.0500031,198.6080017,136.147995,261.5580139
2943,Cell_05234,43.1805,13.9906998,10.4417,32.5667,794.8610229,31.2194004,-0.789815,32.0093002,18.1574001,11.2250004,23.8064995,4.3509302,547.6420288,62.5306015,34.1926003,20.3435001,173.9810028,110.2220001,143.5970001,123.6740036,260.0490112
2944,Cell_05235,61.144001,8.2719297,6.1526299,23.1560993,740.1229858,23.2929993,-3.3613999,26.6543999,15.9490995,2.4438601,17.9438992,-0.0859649,625.0960083,71.7105026,32.0965004,26.9491005,202.2089996,107.9179993,191.5610046,126.1819992,23.5
2945,Cell_05237,44.6805,12.8639002,9.91574,33.9435005,714.8359985,29.8332996,0.608333,29.2250004,9.3814802,23.1046009,22.0814991,4.7509298,1358.189941,182.6690063,50.4166985,32.8167,468.8559875,210.7050018,211.3280029,350.1589966,791.7009888
2946,Cell_05240,49.1805,11.2110996,8.6398201,30.5443993,731.8690186,28.1119995,-0.216667,28.3286991,18.4036999,2.88796,20.4314995,2.6166699,558.598999,82.3647995,25.8509007,40.421299,224.0919952,85.0361023,211.9680023,86.4360962,461.9649963
2947,Cell_05242,39.1805,16.4111004,13.6630001,39.5360985,756.7700195,36.4175987,1.87593,34.5416985,17.8157005,27.5620003,26.2434998,7.91574,368.5960083,48.3684998,12.5213003,35.5889015,122.5029984,56.7221985,61.5295982,81.0444031,751.9719849
2948,Cell_05245,51.6805,11.4944,8.4398098,31.1555996,706.0830078,27.5426006,0.313889,27.2287006,20.9796009,3.3037,20.3787003,3.2898099,538.0510254,70.7082977,25.3092995,32.9482002,198.0370026,84.5315018,198.1369934,97.552803,136.9100037
2949,Cell_05246,45.1805,15.5101995,10.1592999,32.5046005,805.6459961,33.0278015,1.75093,31.2768002,13.5897999,26.2166996,25.5648003,5.8166699,837.0239868,111.2259979,38.360199,25.5694008,254.6999969,163.5440063,165.1549988,194.7940063,102.9860001
2950,Cell_05248,49.1805,10.9287004,8.5500002,31.5795994,705.5310059,26.9694004,-0.183333,27.1527996,18.2194004,4.98981,19.8491001,2.60463,760.3969727,87.1175995,47.1082993,20.5769005,244.3439941,151.6640015,236.1139984,166.8450012,453.0830078
2951,Cell_05250,40.1805,16.4269009,13.7545996,38.9277992,784.8859863,37.1582985,1.82407,35.334301,10.7185001,27.9731007,26.6693993,7.6916699,413.4580078,52.4768982,9.0805597,41.0806007,148.0610046,44.3092995,45.3157005,131.2109985,761.7360229
2952,Cell_05254,50.1805,9.1601896,7.7518501,30.4953995,669.4780273,24.2194004,-1.2777801,25.4972,17.1741009,1.44722,17.6000004,1.42593,689.5900269,102.0889969,32.5471992,41.3139,276.4979858,103.6299973,274.2409973,111.8320007,630.3540039
2953,Cell_05255,58.9754982,9.8833303,5.1999998,21.1166992,717.21698,24.0333004,-0.733333,24.7667007,12.0500002,2.73333,19.1499996,1.9333301,671.46698,90.1333008,32.6333008,35.75,247.5330048,102.9000015,172.3670044,122.8330002,14.6667004
2954,Cell_05256,60.6824989,8.1907396,8.0462999,25.5111008,820.8170166,25.9157009,-5.6509299,31.5667,13.2258997,4.9777799,18.9269009,-1.10278,686.4089966,79.5675964,36.8324013,26.1935005,222.1950073,117.7659988,202.2330017,148.8609924,52.5764008
